Module;Offered;Group;Language;Activity;Day;Start;End;Venue;Campus;Study Prog
INL140;S2;P04;E;P1;Friday;09:30;10:30;INF Orange Lab;HATFIELD;
INL140;S2;P05;E;P1;Friday;11:30;12:30;INF Brown Lab;HATFIELD;
INL140;S2;P05;E;P1;Friday;11:30;12:30;INF Grey Lab;HATFIELD;
INL210;S1;G01;E;L1;Tuesday;12:30;13:30;Te Water hall;HATFIELD;
INL210;S1;G01;E;L2;Wednesday;13:30;14:30;Muller hall;HATFIELD;
INL210;S1;G01;E;L3;Friday;09:30;10:30;Te Water hall;HATFIELD;
INL210;S1;P01;E;P1;Monday;09:30;12:30;INF Blue Lab 3;HATFIELD;
INL210;S1;P01;E;P1;Monday;09:30;12:30;INF Orange Lab;HATFIELD;
INL210;S1;P02;E;P1;Thursday;11:30;14:30;INF Blue Lab 1;HATFIELD;
INL210;S1;P02;E;P1;Thursday;11:30;14:30;INF Blue Lab 2;HATFIELD;
INL210;S1;P03;E;P1;Friday;13:30;16:30;INF Red Lab;HATFIELD;
INL220;S2;G01;E;L1;Monday;08:30;09:30;IT 2-27;HATFIELD;
INL220;S2;G01;E;L2;Wednesday;08:30;09:30;IT 2-23;HATFIELD;
INL220;S2;G01;E;L3;Friday;08:30;09:30;EMS 4-151;HATFIELD;
INL220;S2;P01;E;P1;Monday;13:30;16:30;INF Blue Lab 1;HATFIELD;
INL220;S2;P01;E;P1;Monday;13:30;16:30;INF Blue Lab 2;HATFIELD;
INL220;S2;P02;E;P1;Tuesday;11:30;14:30;INF Blue Lab 1;HATFIELD;
INL220;S2;P03;E;P1;Friday;10:30;13:30;INF Blue Lab 1;HATFIELD;
INL220;S2;P03;E;P1;Friday;10:30;13:30;INF Blue Lab 2;HATFIELD;
INL220;S2;P03;E;P1;Friday;10:30;13:30;INF Blue Lab 3;HATFIELD;
INL230;S1;G01;E;L1;Tuesday;10:30;11:30;vd Bijl hall;HATFIELD;
INL230;S1;G01;E;L2;Wednesday;14:30;15:30;IT 4-1;HATFIELD;
INL230;S1;G01;E;L3;Friday;11:30;12:30;EMS 4-151;HATFIELD;
INL230;S1;G01;E;P1;Wednesday;07:30;09:30;EMS 4-151;HATFIELD;
INL230;S1;G01;E;P2;Friday;12:30;13:30;Centenary 5;HATFIELD;
INL240;S1;G02;E;L1;Wednesday;09:30;10:30;IT 2-26;HATFIELD;
INL240;S1;G02;E;L2;Thursday;09:30;10:30;IT 2-26;HATFIELD;
INL240;S1;G02;E;L3;Friday;10:30;11:30;IT 2-26;HATFIELD;
INL240;S1;G02;E;P1;Monday;15:30;16:30;IT 2-24;HATFIELD;
INL240;S1;G02;E;P2;Tuesday;16:30;17:30;IT 2-24;HATFIELD;
INL240;S1;G02;E;P3;Thursday;15:30;16:30;IT 2-24;HATFIELD;
INL260;S2;G01;E;L1;Wednesday;11:30;12:30;IT 2-26;HATFIELD;
INL260;S2;G01;E;L2;Thursday;13:30;14:30;IT 2-26;HATFIELD;
INL260;S2;G01;E;L3;Friday;13:30;14:30;IT 2-26;HATFIELD;
INL260;S2;G01;E;P1;Tuesday;16:30;17:30;IT 2-24;HATFIELD;
INL260;S2;G01;E;P2;Thursday;07:30;08:30;IT 2-24;HATFIELD;
INL260;S2;G01;E;P3;Friday;14:30;15:30;IT 4-2;HATFIELD;
INL270;S2;G01;E;L1;Monday;13:30;14:30;IT 4-4;HATFIELD;
INL270;S2;G01;E;L2;Wednesday;12:30;13:30;IT 4-4;HATFIELD;
INL270;S2;G01;E;L3;Friday;09:30;10:30;IT 4-4;HATFIELD;
INL270;S2;G01;E;P1;Thursday;14:30;17:30;INF Purple Lab;HATFIELD;
INL270;S2;G01;E;P1;Thursday;14:30;17:30;INF Red Lab;HATFIELD;
INL310;S1;G01;E;L1;Monday;11:30;12:30;EMS 4-150;HATFIELD;
INL310;S1;G01;E;L2;Wednesday;12:30;13:30;IT 2-26;HATFIELD;
INL310;S1;G01;E;L3;Thursday;11:30;12:30;IT 4-1;HATFIELD;
INL310;S1;P01;E;P1;Wednesday;08:30;09:30;INF Blue Lab 2;HATFIELD;
INL310;S1;P01;E;P1;Wednesday;08:30;09:30;INF Blue Lab 3;HATFIELD;
INL310;S1;P01;E;P2;Wednesday;09:30;10:30;INF Blue Lab 2;HATFIELD;
INL310;S1;P01;E;P2;Wednesday;09:30;10:30;INF Blue Lab 3;HATFIELD;
INL310;S1;P01;E;P3;Wednesday;10:30;11:30;INF Blue Lab 2;HATFIELD;
INL310;S1;P01;E;P3;Wednesday;10:30;11:30;INF Blue Lab 3;HATFIELD;
INL320;S2;G01;E;L1;Monday;12:30;13:30;EMS 4-151;HATFIELD;
INL320;S2;G01;E;L2;Tuesday;11:30;12:30;EMS 4-151;HATFIELD;
INL320;S2;G01;E;L3;Friday;11:30;12:30;EMS 4-151;HATFIELD;
INL320;S2;P01;E;P1;Tuesday;07:30;10:30;INF Blue Lab 1;HATFIELD;
INL320;S2;P01;E;P1;Tuesday;07:30;10:30;INF Blue Lab 2;HATFIELD;
INL320;S2;P01;E;P1;Tuesday;07:30;10:30;INF Blue Lab 3;HATFIELD;
INL320;S2;P02;E;P1;Wednesday;11:30;14:30;INF Orange Lab;HATFIELD;
INL340;S2;G01;E;L1;Monday;11:30;12:30;IT 2-27;HATFIELD;
INL340;S2;G01;E;L2;Tuesday;10:30;11:30;IT 2-26;HATFIELD;
INL340;S2;G01;E;L3;Thursday;08:30;09:30;IT 2-26;HATFIELD;
INL340;S2;G01;E;P1;Thursday;09:30;12:30;INF Brown Lab;HATFIELD;
INL340;S2;G01;E;P1;Thursday;09:30;12:30;INF Grey Lab;HATFIELD;
INL360;S1;G01;E;L1;Monday;12:30;13:30;IT 2-25;HATFIELD;
INL360;S1;G01;E;L2;Tuesday;11:30;12:30;IT 2-25;HATFIELD;
INL360;S1;G01;E;L3;Wednesday;13:30;14:30;IT 2-25;HATFIELD;
INL360;S1;G01;E;P1;Friday;10:30;13:30;EMS 4-150;HATFIELD;
INL370;Y;G01;E;L1;Monday;13:30;14:30;IT 2-27;HATFIELD;
INL370;Y;G01;E;P1;Tuesday;13:30;15:30;IT 4-1;HATFIELD;
INL380;S2;G01;E;L1;Monday;08:30;09:30;IT 2-26;HATFIELD;
INL380;S2;G01;E;L2;Wednesday;11:30;12:30;IT 2-27;HATFIELD;
INL380;S2;G01;E;L3;Thursday;12:30;13:30;IT 4-4;HATFIELD;
INL380;S2;G01;E;P1;Wednesday;14:30;17:30;IT 4-5;HATFIELD;
IPI410;S1;G01;E;L1;Friday;13:30;15:30;Thuto 3-1;HATFIELD;B4E4M4N4P4R4S4Z4   
IPI410;S1;T01;E;T1;Tuesday;15:30;16:30;Thuto 1-1;HATFIELD;B4E4R4S4Z4   
IPI410;S1;T02;E;T1;Friday;12:30;13:30;Louw hall;HATFIELD;M4N4P4   
IPL210;S1;G01;E;L1;Wednesday;10:30;12:30;EMS 4-152;HATFIELD;
IPL210;S1;G01;E;L2;Friday;15:30;16:30;EMS 4-152;HATFIELD;
IPL220;S2;G01;E;L1;Tuesday;14:30;16:30;IT 4-5;HATFIELD;
IPL220;S2;G01;E;L2;Thursday;11:30;12:30;IT 4-5;HATFIELD;
IPL310;S1;G01;E;L1;Monday;11:30;12:30;HB 4-2;HATFIELD;
IPL310;S1;G01;E;L2;Thursday;08:30;10:30;HB 4-2;HATFIELD;
IPL320;S2;G01;E;L1;Monday;13:30;15:30;Centenary 1;HATFIELD;
IPL320;S2;G01;E;L2;Thursday;10:30;11:30;Centenary 3;HATFIELD;
IPR410;S1;G01;E;L1;Thursday;11:30;13:30;IT 4-2;HATFIELD;
ISL420;S2;G01;E;L1;Thursday;12:30;14:30;IT 2-24;HATFIELD;
ISR310;S1;G01;E;L1;Wednesday;11:30;12:30;IT 2-23;HATFIELD;
ISR310;S1;G01;E;L2;Thursday;12:30;13:30;IT 4-5;HATFIELD;
ISR310;S1;G02;E;L1;Wednesday;14:30;15:30;Roos hall;HATFIELD;
ISR310;S1;G02;E;L2;Thursday;13:30;14:30;Roos hall;HATFIELD;
IVM200;Y;G01;E;L1;Monday;13:30;14:30;IT 4-3;HATFIELD;
IVM200;Y;G01;E;L2;Wednesday;10:30;12:30;IT 2-24;HATFIELD;
IVM200;Y;G01;E;P1;Thursday;13:30;14:30;IT 4-2;HATFIELD;
IVM300;S1;G01;E;P1;Friday;11:30;12:30;HB 4-14;HATFIELD;
IVM300;S2;G01;E;P1;Friday;12:30;13:30;HB 4-15;HATFIELD;
IVM300;Y;G01;E;L1;Monday;10:30;11:30;HB 4-15;HATFIELD;
IVM300;Y;G01;E;L2;Wednesday;11:30;12:30;HB 4-15;HATFIELD;
IVM300;Y;G01;E;L3;Thursday;13:30;14:30;HB 4-15;HATFIELD;
JAF361;Q2;G51;A;L1;Monday;09:30;11:30;Aldoel Bld 2-97;GROENKLOOF;
JAF361;Q2;G51;A;L2;Wednesday;09:30;11:30;Aldoel Bld 2-97;GROENKLOOF;
JEN361;Q2;G51;E;L1;Monday;13:30;15:30;Lecture Theatre L7;GROENKLOOF;
JEN361;Q2;G51;E;L2;Wednesday;09:30;11:30;Lecture Theatre L5;GROENKLOOF;
JFP111;S1;G51;E;L1;Thursday;12:30;14:30;Lecture Theatre L5;GROENKLOOF;
JFP111;S1;P51;E;P1;Monday;09:30;10:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P52;E;P1;Monday;10:30;11:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P53;E;P1;Monday;11:30;12:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P54;E;P1;Wednesday;08:30;09:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P55;E;P1;Wednesday;09:30;10:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P56;E;P1;Wednesday;10:30;11:30;Aldoel Bld 1-143;GROENKLOOF;
JFP111;S1;P57;E;P1;Thursday;10:30;11:30;Aldoel Bld 1-143;GROENKLOOF;
JFP451;Q1;G51;A;L1;Monday;13:30;15:30;Aldoel Bld 3-26;GROENKLOOF;
JFP451;Q1;G51;A;L2;Wednesday;13:30;14:30;Aldoel Bld 3-26;GROENKLOOF;
JFP451;Q1;G52;E;L1;Tuesday;13:30;15:30;Lecture Theatre L5;GROENKLOOF;
JFP451;Q1;G52;E;L2;Wednesday;13:30;14:30;Lecture Theatre L5;GROENKLOOF;
JFP471;Q1;G51;E;L1;Thursday;08:30;09:30;Aldoel 2;GROENKLOOF;
JFP471;Q1;G52;E;L1;Wednesday;11:30;12:30;Aldoel 3;GROENKLOOF;
JFP471;Q1;G53;E;L1;Monday;11:30;12:30;Aldoel 3;GROENKLOOF;
JGI220;S2;G51;E;L1;Tuesday;11:30;12:30;Lecture Theatre L9;GROENKLOOF;
JGI220;S2;G51;E;L2;Wednesday;13:30;15:30;Lecture Theatre L9;GROENKLOOF;
JGI220;S2;G51;E;P1;Thursday;11:30;12:30;Aldoel Bld 1-82/IT-30 Lab;GROENKLOOF;
JGI220;S2;G51;E;P1;Thursday;11:30;12:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JGI220;S2;G51;E;T1;Thursday;07:30;08:30;Lecture Theatre L9;GROENKLOOF;
JGL110;S2;G51;E;L1;Monday;14:30;16:30;Lecture Theatre L7;GROENKLOOF;
JGL113;S2;G51;A;L1;Wednesday;10:30;12:30;Aldoel Bld 1-133;GROENKLOOF;
JGL121;S2;G51;E;L1;Monday;14:30;16:30;Aldoel Bld 3-25;GROENKLOOF;
JGL122;S2;G51;E;L1;Monday;14:30;16:30;Aldoel Bld 3-26;GROENKLOOF;
JGL123;S2;G51;E;L1;Monday;14:30;16:30;Aldoel Bld 3-27;GROENKLOOF;
JGL200;S1;G51;E;L1;Tuesday;09:30;10:30;Lecture Theatre L5;GROENKLOOF;
JGL200;S1;G51;E;L2;Thursday;14:30;16:30;Lecture Theatre L5;GROENKLOOF;
JGL213;S1;G51;A;L1;Monday;11:30;12:30;Aldoel Bld 3-26;GROENKLOOF;
JGL213;S1;G51;A;L2;Thursday;09:30;11:30;Aldoel Bld 3-26;GROENKLOOF;
JGL311;S1;G52;E;L1;Monday;13:30;15:30;Lecture Theatre L5;GROENKLOOF;
JGL311;S1;G52;E;L2;Wednesday;12:30;13:30;Lecture Theatre L5;GROENKLOOF;
JGL313;S1;G51;A;L1;Tuesday;08:30;10:30;Aldoel Bld 3-27;GROENKLOOF;
JGL313;S1;G51;A;L2;Wednesday;08:30;09:30;Aldoel Bld 3-22;GROENKLOOF;
JGL461;Q1;G51;A;L1;Monday;09:30;11:30;Aldoel Bld 2-97;GROENKLOOF;
JGL461;Q1;G51;A;L1;Monday;09:30;11:30;Aldoel Bld 3-22;GROENKLOOF;
JGL461;Q1;G51;A;L1;Monday;09:30;11:30;Aldoel Bld 3-26;GROENKLOOF;
JGL461;Q1;G51;A;L1;Monday;09:30;11:30;Lecture Theatre L3;GROENKLOOF;
JGL464;Q4;G51;E;L1;Thursday;12:30;14:30;Lecture Theatre L5;GROENKLOOF;
JGS121;S2;G51;E;L1;Thursday;10:30;11:30;Lecture Theatre L7;GROENKLOOF;
JGS121;S2;P51;E;P1;Thursday;11:30;12:30;Lecture Theatre L7;GROENKLOOF;
JGS211;S1;G51;E;L1;Monday;09:30;11:30;Lecture Theatre L7;GROENKLOOF;
JGS211;S1;G51;E;P1;Tuesday;10:30;11:30;Lecture Theatre L7;GROENKLOOF;
JGS212;S1;G51;E;L1;Tuesday;07:30;09:30;Aldoel Bld 2-83/84;GROENKLOOF;
JGS212;S1;G51;E;P1;Thursday;12:30;13:30;Aldoel Bld 2-83/84;GROENKLOOF;
JGS212;S1;G52;E;L1;Wednesday;07:30;09:30;Lecture Theatre L6;GROENKLOOF;
JGS212;S1;G52;E;P1;Thursday;11:30;12:30;Lecture Theatre L6;GROENKLOOF;
JGT210;S1;G51;E;L1;Monday;10:30;12:30;Aldoel Bld 2-42;GROENKLOOF;
JGT210;S1;G51;E;P1;Tuesday;09:30;11:30;Aldoel Bld 2-89/90;GROENKLOOF;
JGV210;S2;G51;E;L1;Monday;11:30;13:30;Lecture Theatre L6;GROENKLOOF;
JKG100;Q1;G51;E;L1;Thursday;10:30;12:30;Aldoel Bld 3-25;GROENKLOOF;
JKG100;Q4;G51;E;L1;Thursday;10:30;12:30;Aldoel Bld 2-42;GROENKLOOF;
JKG200;Q2;G51;E;L1;Tuesday;09:30;11:30;Aldoel Bld 1-132;GROENKLOOF;
JKG200;Q4;G51;E;L1;Tuesday;09:30;11:30;Aldoel Bld 1-132;GROENKLOOF;
JKG300;Q3;G51;E;L1;Monday;13:30;15:30;Aldoel Bld 1-132;GROENKLOOF;
JKG300;Q4;G51;E;L1;Monday;13:30;15:30;Aldoel Bld 1-132;GROENKLOOF;
JKU101;Y;P51;E;P1;Tuesday;07:30;09:30;Aldoel Bld 1-131;GROENKLOOF;
JKU201;Y;G51;E;P1;Tuesday;11:30;13:30;Aldoel Bld 1-131;GROENKLOOF;
JKU201;Y;G51;E;P2;Wednesday;11:30;13:30;Aldoel Bld 1-131;GROENKLOOF;
JKU301;Y;G51;E;P1;Tuesday;09:30;11:30;Aldoel Bld 1-145;GROENKLOOF;
JKU301;Y;G51;E;P2;Wednesday;08:30;11:30;Aldoel Bld 1-131;GROENKLOOF;
JLD220;S2;G51;A;L1;Tuesday;11:30;13:30;Aldoel Bld 3-22;GROENKLOOF;
JLD220;S2;G51;A;L2;Thursday;10:30;12:30;Aldoel Bld 3-22;GROENKLOOF;
JLD220;S2;G52;E;L1;Tuesday;09:30;11:30;Lecture Theatre L6;GROENKLOOF;
JLD220;S2;G52;E;L2;Thursday;14:30;16:30;Lecture Theatre L5;GROENKLOOF;
JLD221;S2;G51;E;L1;Tuesday;07:30;09:30;Aldoel 1;GROENKLOOF;
JLD221;S2;G51;E;L2;Thursday;15:30;17:30;Aldoel 1;GROENKLOOF;
JLD320;S2;G51;E;L1;Monday;09:30;11:30;Lecture Theatre L5;GROENKLOOF;
JLD320;S2;G52;A;L1;Tuesday;13:30;15:30;Lecture Theatre L1;GROENKLOOF;
JLD400;Q1;G51;A;L1;Monday;07:30;09:30;Aldoel Bld 2-97;GROENKLOOF;
JLD400;Q1;G51;A;P1;Wednesday;07:30;09:30;Aldoel Bld 2-97;GROENKLOOF;
JLD400;Q1;G52;E;L1;Monday;07:30;09:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q1;G52;E;P1;Thursday;09:30;11:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q1;G53;E;L1;Monday;11:30;13:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q1;G53;E;P1;Thursday;11:30;13:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q4;G55;A;L1;Tuesday;13:30;15:30;Aldoel Bld 2-97;GROENKLOOF;
JLD400;Q4;G55;A;P1;Thursday;08:30;10:30;Aldoel Bld 2-42;GROENKLOOF;
JLD400;Q4;G56;E;L1;Wednesday;15:30;17:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q4;G56;E;P1;Thursday;14:30;16:30;Aldoel Bld 3-12;GROENKLOOF;
JLD400;Q4;G57;E;L1;Monday;13:30;15:30;Lecture Theatre L2;GROENKLOOF;
JLD400;Q4;G57;E;P1;Friday;08:30;10:30;Lecture Theatre L2;GROENKLOOF;
JLE181;S2;G51;E;L1;Tuesday;13:30;15:30;Lecture Theatre L7;GROENKLOOF;
JLE181;S2;G51;E;P1;Thursday;13:30;15:30;Lecture Theatre L7;GROENKLOOF;
JLE181;S2;G52;E;L1;Wednesday;13:30;15:30;Lecture Theatre L7;GROENKLOOF;
JLE181;S2;G52;E;P1;Friday;09:30;11:30;Lecture Theatre L7;GROENKLOOF;
JLK110;S1;G51;E;L1;Tuesday;12:30;14:30;Lecture Theatre L9;GROENKLOOF;
JLK110;S1;G51;E;L1;Tuesday;12:30;14:30;Music 3-18;GROENKLOOF;
JLK110;S1;G51;E;P1;Tuesday;14:30;16:30;Lecture Theatre L9;GROENKLOOF;
JLK110;S1;G51;E;P1;Tuesday;14:30;16:30;Music 3-18;GROENKLOOF;
JLK120;S2;G51;E;P1;Tuesday;11:30;13:30;Lecture Theatre L7;GROENKLOOF;
JLK120;S2;G52;E;P1;Tuesday;14:30;16:30;Lecture Theatre L9;GROENKLOOF;
JLK120;S2;G53;E;P1;Thursday;12:30;14:30;Lecture Theatre L9;GROENKLOOF;
JLK120;S2;G54;E;P1;Thursday;15:30;17:30;Lecture Theatre L9;GROENKLOOF;
JLO110;S1;G51;E;L1;Tuesday;07:30;09:30;Aldoel 3;GROENKLOOF;
JLO120;S2;G51;E;L1;Tuesday;13:30;15:30;Aldoel 2;GROENKLOOF;
JLO210;S1;G51;E;L1;Tuesday;09:30;11:30;Lecture Theatre L6;GROENKLOOF;
JLO220;S2;G52;E;L1;Wednesday;09:30;11:30;Lecture Theatre L5;GROENKLOOF;
JLO310;S1;G51;E;L1;Monday;09:30;11:30;Aldoel Bld 3-12;GROENKLOOF;
JLO310;S1;G52;E;L1;Tuesday;09:30;11:30;Aldoel Bld 3-12;GROENKLOOF;
JLO320;S2;G51;E;L1;Wednesday;08:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLO320;S2;G52;E;L1;Friday;08:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLP220;S2;G51;E;L1;Tuesday;07:30;09:30;Lecture Theatre L7;GROENKLOOF;
JLP220;S2;G51;E;L2;Wednesday;09:30;11:30;Lecture Theatre L7;GROENKLOOF;
JLS310;S1;G51;E;L1;Monday;13:30;15:30;NS Lab H;GROENKLOOF;
JLS310;S1;G51;E;P1;Tuesday;13:30;15:30;NS Lab H;GROENKLOOF;
JLT330;S1;G51;E;L1;Monday;15:30;17:30;Aldoel 1;GROENKLOOF;
JLT330;S1;P51;E;P1;Wednesday;11:30;13:30;Aldoel Bld 1-82/IT-30 Lab;GROENKLOOF;
JLT330;S1;P51;E;P1;Wednesday;11:30;13:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLT330;S1;P52;E;P1;Wednesday;13:30;15:30;Aldoel Bld 1-82/IT-30 Lab;GROENKLOOF;
JLT330;S1;P52;E;P1;Wednesday;13:30;15:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLT330;S1;P53;E;P1;Thursday;11:30;13:30;Aldoel Bld 1-82/IT-30 Lab;GROENKLOOF;
JLT330;S1;P53;E;P1;Thursday;11:30;13:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLT330;S1;P54;E;P1;Thursday;13:30;15:30;Aldoel Bld 1-82/IT-30 Lab;GROENKLOOF;
JLT330;S1;P54;E;P1;Thursday;13:30;15:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLW312;S1;G51;E;L1;Monday;11:30;13:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLW312;S1;G51;E;P1;Thursday;15:30;17:30;Aldoel Bld 1-84/IT-50 Lab;GROENKLOOF;
JLZ110;S1;G01;E;L1;Monday;16:30;18:30;HB 4-15;HATFIELD;
JLZ110;S1;G01;E;T1;Wednesday;16:30;17:30;HB 4-15;HATFIELD;
JLZ110;S1;G51;E;L1;Monday;09:30;10:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G51;E;L2;Tuesday;14:30;15:30;Aldoel 1;GROENKLOOF;
JLZ110;S1;G51;E;T1;Thursday;10:30;11:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G52;E;L1;Monday;10:30;11:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G52;E;L2;Tuesday;13:30;14:30;Aldoel 1;GROENKLOOF;
JLZ110;S1;G52;E;T1;Thursday;09:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G53;E;L1;Monday;11:30;12:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G53;E;L2;Tuesday;11:30;12:30;Aldoel 1;GROENKLOOF;
JLZ110;S1;G53;E;T1;Friday;08:30;09:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ110;S1;G54;E;L1;Monday;15:30;16:30;Lecture Theatre L7;GROENKLOOF;
JLZ110;S1;G54;E;L2;Wednesday;11:30;12:30;Lecture Theatre L7;GROENKLOOF;
JLZ110;S1;G54;E;T1;Thursday;13:30;14:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G55;E;L1;Tuesday;09:30;10:30;Lecture Theatre L7;GROENKLOOF;
JLZ110;S1;G55;E;L2;Wednesday;13:30;14:30;Lecture Theatre L7;GROENKLOOF;
JLZ110;S1;G55;E;T1;Friday;09:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G56;E;L1;Monday;12:30;13:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G56;E;L2;Wednesday;09:30;10:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G56;E;T1;Friday;10:30;11:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G57;E;L1;Monday;13:30;14:30;Aldoel 1;GROENKLOOF;
JLZ110;S1;G57;E;L2;Wednesday;10:30;11:30;Aldoel 2;GROENKLOOF;
JLZ110;S1;G57;E;T1;Thursday;11:30;12:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ110;S1;G58;E;L1;Monday;08:30;09:30;Lecture Theatre L6;GROENKLOOF;
JLZ110;S1;G58;E;L2;Tuesday;10:30;11:30;Lecture Theatre L5;GROENKLOOF;
JLZ110;S1;G58;E;T1;Thursday;12:30;13:30;Aldoel Bld 3-25;GROENKLOOF;
JLZ120;S2;G01;E;L1;Wednesday;14:30;15:30;HB 4-2;HATFIELD;
JLZ120;S2;G01;E;L2;Thursday;16:30;17:30;Centenary 6;HATFIELD;
JLZ120;S2;G01;E;T1;Friday;14:30;15:30;Centenary 6;HATFIELD;
JLZ120;S2;G51;E;L1;Monday;09:30;10:30;Aldoel 1;GROENKLOOF;
JLZ120;S2;G51;E;L2;Tuesday;12:30;13:30;Aldoel 1;GROENKLOOF;
JLZ120;S2;G51;E;T1;Thursday;08:30;09:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ120;S2;G52;E;L1;Monday;10:30;11:30;Aldoel 3;GROENKLOOF;
JLZ120;S2;G52;E;L2;Tuesday;14:30;15:30;Aldoel 3;GROENKLOOF;
JLZ120;S2;G52;E;T1;Thursday;09:30;10:30;Aldoel Bld 2-89/90;GROENKLOOF;
JLZ120;S2;G53;E;L1;Tuesday;09:30;10:30;Lecture Theatre L7;GROENKLOOF;
JLZ120;S2;G53;E;L2;Wednesday;07:30;08:30;Lecture Theatre L7;GROENKLOOF;
JLZ120;S2;G53;E;T1;Thursday;12:30;13:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ120;S2;G54;E;L1;Tuesday;07:30;08:30;Lecture Theatre L5;GROENKLOOF;
JLZ120;S2;G54;E;L2;Wednesday;13:30;14:30;Lecture Theatre L6;GROENKLOOF;
JLZ120;S2;G54;E;T1;Friday;09:30;10:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ120;S2;G55;E;L1;Monday;12:30;13:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G55;E;L2;Wednesday;09:30;10:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G55;E;T1;Friday;10:30;11:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ120;S2;G56;E;L1;Tuesday;13:30;14:30;Aldoel 3;GROENKLOOF;
JLZ120;S2;G56;E;L2;Thursday;14:30;15:30;Aldoel 3;GROENKLOOF;
JLZ120;S2;G56;E;T1;Friday;11:30;12:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ120;S2;G57;E;L1;Tuesday;10:30;11:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G57;E;L2;Wednesday;12:30;13:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G57;E;T1;Friday;07:30;08:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ120;S2;G58;E;L1;Monday;08:30;09:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G58;E;L2;Wednesday;08:30;09:30;Aldoel 2;GROENKLOOF;
JLZ120;S2;G58;E;T1;Thursday;13:30;14:30;Aldoel Bld 2-83/84;GROENKLOOF;
JLZ300;S1;G01;E;L1;Wednesday;11:30;13:30;HB 3-15;HATFIELD;
JLZ300;S1;G51;E;L1;Tuesday;07:30;09:30;Lecture Theatre L7;GROENKLOOF;
JLZ300;S1;G52;E;L1;Wednesday;09:30;11:30;Lecture Theatre L7;GROENKLOOF;
JLZ300;S1;G53;E;L1;Monday;14:30;16:30;Lecture Theatre L9;GROENKLOOF;
JLZ300;S1;G54;E;L1;Friday;11:30;13:30;Aldoel 1;GROENKLOOF;
JLZ300;S1;G55;E;L1;Thursday;14:30;16:30;Lecture Theatre L7;GROENKLOOF;
JLZ300;S1;G56;E;L1;Thursday;12:30;14:30;Lecture Theatre L7;GROENKLOOF;
JLZ300;S2;G02;E;L1;Wednesday;15:30;17:30;HB 4-14;HATFIELD;
JLZ300;S2;G61;E;L1;Friday;07:30;09:30;Lecture Theatre L6;GROENKLOOF;
JLZ300;S2;G62;E;L1;Tuesday;13:30;15:30;Lecture Theatre L6;GROENKLOOF;
JLZ300;S2;G63;E;L1;Tuesday;15:30;17:30;Lecture Theatre L6;GROENKLOOF;
JLZ300;S2;G64;E;L1;Wednesday;09:30;11:30;Lecture Theatre L6;GROENKLOOF;
JLZ300;S2;G65;E;L1;Thursday;11:30;13:30;Lecture Theatre L6;GROENKLOOF;
